Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Parma/102/2017	EPI997712	2017-02-02	Europe	Italy	unknown	Istituto Superiore Di Sanit? (Iss)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	8.00	2017.09	2017-02-03
A/Lao/4456/2016	EPI1025025	2016-12-14	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.95	2016-12-13
A/India/2376/2017	EPI989282	2017-02-14	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2017.13	2017-02-15
A/Hunan-Yuhua/SWL128/2017	EPI944037	2017-01-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.01	2017-01-02
A/Aichi/47/2017	EPI1002816	2017-01-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.04	2017-01-16
A/HongKong/223/2017	EPI960225	2017-01-08	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.02	2017-01-09
A/Shizuoka/41/2017	EPI1009561	2017-02-06	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.10	2017-02-06
A/Zhejiang-Xiacheng/SWL1982/2016	EPI885441	2016-12-06	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.93	2016-12-05
A/HongKong/3648/2017	EPI1047100	2017-07-14	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.53	2017-07-14
A/Guangxi-Qingxiu/SWL1465/2017	EPI1062820	2017-06-12	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.45	2017-06-13
A/Sichuan-Longquanyi/SWL532/2017	EPI1030072	2017-05-05	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.34	2017-05-05
A/NewZealand/480/2017	EPI1099251	2017-07-22	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.56	2017-07-22
A/Sichuan-Dongqu/SWL11082/2017	EPI1062814	2017-06-26	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.48	2017-06-26
A/Sichuan-Anyue/SWL77/2017	EPI1062841	2017-04-18	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.30	2017-04-19
A/NewZealand/971/2017	EPI1105328	2017-07-12	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.53	2017-07-13
A/Saitama/103/2016	EPI869835	2016-10-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.78	2016-10-11
A/Ibaraki/69/2016	EPI869815	2016-09-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.71	2016-09-14
A/Niigata/721/2016	EPI887584	2016-08-05	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.59	2016-08-04
A/Niigata/718/2016	EPI858011	2016-08-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.60	2016-08-07
A/Singapore/ED0060/2016	EPI874194	2016-08-17	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.63	2016-08-16
A/Malaysia/RP1249/2017	EPI1244286	2017-03-01	Southeast Asia	Malaysia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.17	2017-03-02
A/Norway/3591/2016	EPI823607	2016-05-21	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.39	2016-05-21
A/PrachuapKhiriKhan/314/2016	EPI917643	2016-10-12	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.78	2016-10-12
A/Lao/4319/2016	EPI1024913	2016-11-30	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.92	2016-11-30
A/Lao/3663/2016	EPI912034	2016-10-31	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.84	2016-10-31
A/Guangxi-Jiangzhou/SWL1632/2017	EPI1062448	2017-08-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.59	2017-08-04
A/Hubei-Xiangcheng/SWL1326/2017	EPI1030021	2017-04-25	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.32	2017-04-26
A/Singapore/KK0096/2017	EPI956232	2017-02-06	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.10	2017-02-06
A/Lao/3074/2016	EPI871107	2016-09-30	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.75	2016-09-29
A/Lao/3004/2016	EPI871079	2016-09-27	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.74	2016-09-26
A/Lao/3213/2016	EPI912090	2016-10-07	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2016.77	2016-10-06
A/Lao/2917/2016	EPI871039	2016-09-21	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.73	2016-09-21
A/Lao/2790/2016	EPI871007	2016-09-01	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.67	2016-09-01
A/Lao/3570/2016	EPI912018	2016-10-27	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.82	2016-10-26
A/Lao/3779/2016	EPI912058	2016-11-04	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.84	2016-11-03
A/Lao/3721/2016	EPI912050	2016-10-31	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.84	2016-10-31
A/Lao/3660/2016	EPI912026	2016-10-31	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.84	2016-10-31
A/Lao/53/2017	EPI1024977	2017-01-04	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.01	2017-01-05
A/Lao/4191/2016	EPI1025057	2016-11-25	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.90	2016-11-24
A/Lao/2880/2016	EPI871031	2016-09-20	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.72	2016-09-19
A/Lao/3378/2016	EPI911986	2016-10-13	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.34	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.79	2016-10-13
A/Lao/2979/2016	EPI871055	2016-09-27	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.34	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.74	2016-09-26
A/Lao/1117/2017	EPI1093950	2017-04-02	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	13.00	2017.25	2017-04-03
A/Lao/2963/2016	EPI871047	2016-09-26	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.74	2016-09-25
A/Austria/965466/2017	EPI998884	2017-01-15	Europe	Austria	unknown	Medical University Vienna	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.04	2017-01-16
A/Brisbane/295/2016	EPI893196	2016-11-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.84	2016-11-03
A/Kochi/32/2016	EPI943358	2016-12-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.98	2016-12-24
A/Taiwan/964/2016	EPI881898	2016-11-29	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.91	2016-11-28
A/Austria/953687/2016	EPI917107	2016-11-14	Europe	Austria	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.87	2016-11-13
A/Austria/953688/2016	EPI917109	2016-11-14	Europe	Austria	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.87	2016-11-13
A/Taiwan/963/2016	EPI881896	2016-11-23	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.90	2016-11-23
A/Fukuoka-C/42/2016	EPI1027199	2016-12-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2016.98	2016-12-22
A/Kumamoto/13/2017	EPI1044577	2017-03-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.20	2017-03-13
A/Sakai/21/2017	EPI1044565	2017-04-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.28	2017-04-12
A/Osaka/170/2017	EPI1044569	2017-04-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	12.00	2017.28	2017-04-11
A/Osaka/70/2016	EPI943342	2016-12-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.92	2016-12-01
A/Yamagata/204/2016	EPI869817	2016-10-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.79	2016-10-15
A/Yamagata/205/2016	EPI869819	2016-10-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.80	2016-10-17
A/Kanagawa/206/2016	EPI917557	2016-11-03	Japan Korea	Japan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.84	2016-11-02
A/Ehime/11/2017	EPI1009571	2017-02-13	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2017.12	2017-02-13
A/Yamaguchi/41/2017	EPI1085163	2017-04-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.32	2017-04-26
A/Aichi/159/2016	EPI957458	2016-12-13	Japan Korea	Japan	unknown	Aichi Prefectural Institute Of Public Health	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2016.95	2016-12-12
A/Miyazaki/85/2017	EPI1085173	2017-04-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.25	2017-04-01
A/Miyazaki/59/2017	EPI1082215	2017-03-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.22	2017-03-22
A/Wakayama/83/2017	EPI1009563	2017-02-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.15	2017-02-22
A/Gifu/4/2017	EPI1002834	2017-01-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.01	2017-01-05
A/Yamaguchi/12/2017	EPI970792	2017-01-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.05	2017-01-17
A/Osaka-C/1/2017	EPI1002818	2017-01-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.04	2017-01-16
A/Yokosuka/19/2017	EPI1009565	2017-02-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.11	2017-02-08
A/Hiroshima/49/2017	EPI1009567	2017-03-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.17	2017-03-04
A/Shimane/75/2017	EPI1009573	2017-03-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.24	2017-03-27
A/Kochi/2/2017	EPI1002858	2017-02-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.09	2017-02-01
A/Hiroshima/33/2017	EPI1002848	2017-02-23	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.25	0.10	6b1	0.00	0.00	0.00	3.00	0.00	10.00	2017.15	2017-02-23
A/Antananarivo/3663/2016	EPI859804	2016-07-14	Africa	Madagascar	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.53	2016-07-13
A/Oman/4512/2016	EPI827576	2016-03-09	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.02	10.00	2016.19	2016-XX-XX
A/Tak/326/2016	EPI917667	2016-10-08	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.77	2016-10-07
A/CoteDIvoire/641/2016	EPI773852	2016-04-25	Africa	Cote D Ivoire	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.32	2016-04-25
A/CoteDIvoire/602/2016	EPI791245	2016-04-20	Africa	Cote D Ivoire	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.30	2016-04-19
A/Brisbane/84/2016	EPI834986	2016-04-21	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	4.00	0.01	9.00	2016.31	2016-04-21
A/Brisbane/83/2016	EPI793159	2016-04-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.31	2016-04-22
A/Singapore/GP1908/2015	EPI862697	2015-11-04	Southeast Asia	Singapore	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.05	10.00	2015.84	2015-11-04
A/Tunisia/1033/2017	EPI983088	2017-01-26	Africa	Tunisia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.07	2017-01-26
A/Uppsala/5/2016	EPI832023	2016-06-18	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.46	2016-06-17
A/Catalonia/NSVH100403368/2016	EPI861358	2016-05-13	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.37	2016-XX-XX
A/Lao/3848/2016	EPI912082	2016-11-07	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.85	2016-11-07
A/HongKong/1719/2016	EPI825312	2016-05-17	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.38	2016-05-17
A/Texas/157/2016	EPI827920	2016-03-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.02	10.00	2016.23	2016-03-23
A/Dakar/4/2016	EPI858923	2016-05-05	Africa	Senegal	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.34	2016-05-04
A/Philippines/404/2016	EPI859852	2016-04-25	Southeast Asia	Philippines	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	11.00	2016.32	2016-04-25
A/Sapporo/87/2016	EPI831443	2016-05-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.35	2016-05-07
A/Zhejiang-Kecheng/SWL1328/2016	EPI777767	2016-04-18	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.30	2016-04-18
A/Cambodia/A0805502/2016	EPI869464	2016-08-06	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2016.60	2016-08-05
A/Hubei-Xianan/SWL1357/2016	EPI817136	2016-05-09	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.35	2016-05-08
A/Wakayama-C/131/2016	EPI831449	2016-05-03	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2016.34	2016-05-03
A/Yunnan-Maoshi/SWL1836/2016	EPI885705	2016-10-24	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2016.82	2016-10-24
A/Paris/2601/2016	EPI831976	2016-04-21	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.31	2016-04-21
A/Macau/612016/2016	EPI1062991	2016-05-10	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.36	2016-05-09
A/Macau/611786/2016	EPI1062997	2016-04-25	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.32	2016-04-25
A/Zhejiang-Dinghai/SWL1346/2016	EPI777746	2016-05-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.34	2016-05-03
A/Lebanon/1237/2016	EPI1148098	2017-02-01	West Asia	Lebanon	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	9.00	2017.09	2017-02-XX
A/Cambodia/A0706505/2016	EPI869434	2016-07-07	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	9.00	2016.51	2016-07-06
A/Cambodia/FSS33094/2016	EPI869394	2016-07-19	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	4.00	0.01	9.00	2016.55	2016-07-19
A/Cambodia/FSS33096/2016	EPI956938	2016-07-19	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	4.00	0.01	9.00	2016.55	2016-07-19
A/Hyogo/3030/2016	EPI858009	2016-06-23	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	11.00	2016.48	2016-06-22
A/Yamaguchi/32/2016	EPI869823	2016-11-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.00	11.00	2016.85	2016-11-06
A/Cambodia/AD07192/2016	EPI956887	2016-07-19	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.55	2016-07-18
A/Cambodia/A0701503/2016	EPI869418	2016-07-01	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	6b1	0.00	0.00	0.00	3.00	0.01	10.00	2016.50	2016-07-01
